title	doi	pagerank
Epitope-based peptide vaccine design and target site depiction against Ebola viruses: an immunoinformatics study	10.1111/sji.12302	0.000266813
viruses The Broad Host Range and Genetic Diversity of Mammalian and Avian Astroviruses	10.3390/v9050102	0.000266813
nan	10.1186/cc6917	0.000266813
BMC Public Health Logistics of community smallpox control through contact tracing and ring vaccination: a stochastic network model	10.1186/1471-2458-4-34	0.000266813
"Communicable Respiratory Threats in the ED: Tuberculosis, Influenza, SARS, and Other Aerosolized Infections"	10.1016/j.emc.2006.06.006	0.000266813
Coronavirus Disease (COVID-19): A primer for emergency physicians	10.1016/j.ajem.2020.03.036	0.000266548
Prediction of Epidemic Spread of the 2019 Novel Coronavirus Driven by Spring Festival Transportation in China: A Population-Based Study	10.3390/ijerph17051679	0.000264346
Possible aerosol transmission of COVID-19 and special precautions in dentistry *	10.1631/jzus.b2010010	0.000263298
nan	10.1016/j.jinf.2020.03.040	0.000262825
A case-crossover analysis of the impact of weather on primary cases of Middle East respiratory syndrome	10.1186/s12879-019-3729-5	0.000261764
Evolution of severe acute respiratory syndrome coronavirus 2 (SARS-CoV- 2) as coronavirus disease 2019 (COVID-19) pandemic: A Global Health Emergency	10.1016/j.scitotenv.2020.138996	0.000260609
Short-Term Effects of Mitigation Measures for the Containment of the COVID-19 Outbreak: An Experience From Northern Italy	10.1017/dmp.2020.119	0.000260258
Orthopaedic Surgical Selection and Inpatient Paradigms During the Coronavirus (COVID-19) Pandemic	10.5435/jaaos-d-20-00360	0.000258747
"Coronavirus Disease 2019 in the Perioperative Period of Lung Resection: A Brief Report From a Single Thoracic Surgery Department in Wuhan, People's Republic of China"	10.1016/j.jtho.2020.04.003	0.000257506
"Travel-related MERS-CoV cases: an assessment of exposures and risk factors in a group of Dutch travellers returning from the Kingdom of Saudi Arabia, May 2014"	10.1186/1742-7622-11-16	0.000257105
A Novel Reverse Transcription Loop-Mediated Isothermal Amplification Method for Rapid Detection of SARS-CoV-2	10.3390/ijms21082826	0.000257
Early Epidemiological and Clinical Characteristics of 28 Cases of Coronavirus Disease in South Korea	10.24171/j.phrp.2020.11.1.03	0.00025673
"Extended SIR prediction of the epidemics trend of COVID-19 in Italy and compared with Hunan, China"	10.1101/2020.03.18.20038570	0.000256181
Novel Coronavirus (COVID-19) Knowledge and Perceptions: A Survey on Healthcare workers Email authors	10.1101/2020.03.09.20033381	0.000254095
Stability and infectivity of coronaviruses in inanimate environments Conflict-of-interest statement	10.12998/wjcc.v8.i8.1391	0.000253518
Critically ill patients with Middle East respiratory syndrome coronavirus infection	10.1186/s13054-016-1234-4	0.000252037
nan	10.2807/1560-7917.es.2020.25.8.2000097	0.000251584
Clinicopathological characteristics of 8697 patients with COVID-19 in China: a meta-analysis	10.1136/fmch-2020-000406	0.000251302
"12 Cape Town, Observatory, Cape Town 7701"	10.1101/2020.04.17.20069641	0.000251302
Pilot use of a novel smartphone application to track traveller health behaviour and collect infectious disease data during a mass gathering: Hajj pilgrimage 2014	10.1016/j.jegh.2015.07.005	0.000248199
The COVID-19 pandemic: implications for the cytology laboratory	10.1016/j.jasc.2020.03.001	0.000248199
"Animal models for influenza virus pathogenesis, transmission, and immunology"	10.1016/j.jim.2014.03.023	0.000248199
Modeling the Transmission of Middle East Respirator Syndrome Corona Virus in the Republic of Korea	10.1371/journal.pone.0144778	0.000248199
Identify-Isolate-Inform: A Modified Tool for Initial Detection and Management of Middle East Respiratory Syndrome Patients in the Emergency Department	10.5811/westjem.2015.7.27915	0.000247964
"Short Term Effects of Weather on Hand, Foot and Mouth Disease"	10.1371/journal.pone.0016796	0.000247588
COVID-19 in a patient with long-term use of glucocorticoids: A study of a familial cluster	10.1016/j.clim.2020.108413	0.000247511
Estimate of the development of the epidemic reproduction number Rt from Coronavirus SARS-CoV-2 case data and implications for political measures based on prognostics	10.1101/2020.04.04.20053637	0.00024693
Nanopore target sequencing for accurate and comprehensive detection of SARS-CoV-2 and 1 other respiratory viruses 2 Introduction 38	10.1101/2020.03.04.20029538	0.000246338
Ebbing Lautenbach Authors Authors SHEA/APIC Guideline: Infection prevention and control in the long-term care facility	10.1016/j.ajic.2008.06.001	0.000246252
Comorbidity and its Impact on Patients with COVID-19	10.1007/s42399-020-00363-4	0.000246252
MICROORGANISMS RESPONSIBLE FOR NEONATAL DIARRHEA	10.1016/b978-1-4160-6400-8.00011-0	0.000245759
Journal Pre-proof SARS-CoV-2 infection: the role of cytokines in COVID-19 disease SARS-CoV-2 infection: the role of cytokines in COVID-19 disease Running tittle: Cytokine storm in SARS-CoV-2	10.1016/j.cytogfr.2020.06.001	0.000245379
Asymptomatic transmission during the COVID-19 pandemic and implications for public health strategies	10.1093/cid/ciaa654	0.000245097
"Comparison of Clinical Characteristics of Patients with Asymptomatic vs Symptomatic Coronavirus Disease 2019 in Wuhan, China"	10.1001/jamanetworkopen.2020.10182	0.000244953
I n P r e s s Coronavirus Disease 2019 (COVID-19): A Perspective from China	10.1148/radiol.2020200490	0.000244631
Chinese Society of Anesthesiology Expert Consensus on Anesthetic Management of Cardiac Surgical Patients With Suspected or Confirmed Coronavirus Disease 2019	10.1053/j.jvca.2020.03.026	0.000244476
COVID-19 in India: State-wise Analysis and Prediction	10.1101/2020.04.24.20077792	0.00024426
ARTICLE HISTORY	10.1080/07391102.2020.1767211	0.000243235
Fear and Practice Modifications among Dentists to Combat Novel Coronavirus Disease (COVID-19) Outbreak	10.3390/ijerph17082821	0.00024253
Journal Pre-proof COVID-19 pandemic -A focused review for clinicians COVID-19 Pandemic -a focused review for clinicians 1 2 3 4	10.1016/j.cmi.2020.04.023	0.000242424
nan	10.1186/s40779-020-00254-8	0.000241995
Journal Pre-proof Seizures associated with coronavirus infections Seizures associated with coronavirus infections	10.1016/j.seizure.2020.05.005	0.000241995
Middle East Respiratory Syndrome coronavirus (MERS CoV): Update 2013	10.1007/s11908-013-0344-2	0.000241995
Quantifying antibody kinetics and RNA shedding during early-phase SARS-CoV-2 infection	10.1101/2020.05.15.20103275	0.000240146
healthcare Outbreak of Novel Coronavirus (SARS-CoV-2): First Evidences From International Scientific Literature and Pending Questions Outbreak of Novel Coronavirus (SARS-Cov-2): First Evidences From International Scientific Literature and Pending Questions	10.3390/healthcare8010051	0.000240133
A spatio-temporal analysis for exploring the effect of temperature on COVID-19 early evolution in Spain	10.1016/j.scitotenv.2020.138811	0.00023823
COVID-19: Developing from an Outbreak to A Pandemic	10.1016/j.arcmed.2020.04.021	0.000237096
COVID-19 and gastrointestinal endoscopies: current insights and emergent strategies Perisetti A et al. Emerging concerns of COVID-19 in endoscopy Names of other authors with address 1) COVID-19 and gastrointestinal endoscopies: current insights and emergent strategies	10.1111/den.13693	0.000237031
Hospital-acquired Viral Pathogens in the Neonatal Intensive Care Unit	10.1053/sper.2002.36268	0.000236515
nan	10.1186/s12967-020-02324-w	0.000235806
The neurological manifestations of COVID-19: a review article	10.1007/s10072-020-04486-3	0.00023579
"Epidemiological and clinical features of COVID-19 patients with and without pneumonia in Beijing, China"	10.1101/2020.02.28.20028068	0.00023426
SEIR Transmission dynamics model of 2019 nCoV coronavirus with considering the weak infectious ability and changes in latency duration	10.1101/2020.02.16.20023655	0.00023305
Evaluating the effectiveness of social distancing interventions against COVID-19	10.1101/2020.03.27.20044891	0.000229585
Journal Pre-proof Anxiety Regarding Contracting COVID-19 Related to Interoceptive Anxiety Sensations: The Moderating Role of Disgust Propensity and Sensitivity	10.1016/j.janxdis.2020.102233	0.000229585
COVID-19 in India: Are Biological and Environmental Factors Helping to Stem the Incidence and Severity?	10.14336/ad.2020.0402	0.000229585
E Special article Basic Science aNeStHeSia & aNalGeSia Coronaviruses and SARS-CoV-2	10.1213/ane.0000000000004845	0.000229585
RESPIRATORY INFECTIONS CHAPTER 33 Viral Infections of the Lower Respiratory Tract	10.1016/b978-032304048-8.50037-2	0.000229585
Review of companion animal viral diseases and immunoprophylaxis	10.1016/j.vaccine.2008.11.027	0.000229585
Dermatologists and SARS-CoV-2: The impact of the pandemic on daily practice	10.1111/jdv.16515	0.000229585
In-Silico evidence for two receptors based strategy of SARS-CoV-2	10.1101/2020.03.24.006197	0.000229585
Modeling the Comparative Impact of Individual Quarantine vs. Active Monitoring of Contacts for the Mitigation of COVID-19	10.1101/2020.03.05.20031088	0.000229556
Epidemiological and clinical characteristics of COVID-19 in adolescents and young adults	10.1101/2020.03.10.20032136	0.000226197
A case of COVID-19 and pneumonia returning from Macau in Taiwan: Clinical course and anti-SARS-CoV-2 IgG dynamic-NC-ND license (http://creativecommons.org/licenses/by- nc-nd/4.0/)	10.1016/j.jmii.2020.03.003	0.000225196
The estimated impact of non-pharmaceutical interventions on documented cases of COVID-19: A cross-country analysis	10.1101/2020.04.16.20062141	0.000224621
A spike-modified Middle East respiratory syndrome coronavirus (MERS-CoV) infectious clone elicits mild respiratory disease in infected rhesus macaques	10.1038/s41598-018-28900-1	0.000224535
G U I D E L I N E S A N D C O N S E N S U S Recommendations for the prevention and treatment of the novel coronavirus pneumonia in the elderly in China	10.1002/agm2.12113	0.000224122
The impact of community containment implementation timing on the spread of COVID-19: A simulation study [version 1; peer review: 2 approved] report report	10.12688/f1000research.24156.1	0.000224122
268 Infections in the PICU	10.1007/978-3-642-02202-9_268	0.000224122
"An outbreak of human astrovirus lineage 1b in a middle school in Guangxi, Southern China in 2017"	10.1097/cm9.0000000000000072	0.000224122
Long-term respiratory follow-up of H1N1 infection	10.1186/1743-422x-8-319	0.000224122
Ayurvedic clinical profile of COVID-19 e A preliminary report	10.1016/j.jaim.2020.05.011	0.000224122
Infection control measures of a Taiwanese hospital to confront the COVID-19 pandemic	10.1002/kjm2.12228	0.000224122
Elevated serum aspartate aminotransferase level identifies patients with coronavirus disease 2019 and predicts the length of hospital stay	10.1002/jcla.23391	0.000224122
Multiorgan Involvement in COVID-19 and Possible Therapies	10.1055/s-0040-1714151	0.000224122
Pregnancy and COVID-19: management and challenges	10.1590/s1678-9946202062062	0.000224122
Ferret badger rabies origin and its revisited importance as potential source of rabies transmission in Southeast China	10.1186/1471-2334-10-234	0.000224122
COVID-19 pandemic in India: a mathematical model study	10.1007/s11071-020-05958-z	0.000224122
nan	10.7759/cureus.7423	0.000224001
COVID-19 -ESSKA guidelines and recommendations for resuming elective surgery	10.1186/s40634-020-00248-4	0.000223735
"Health Care Worker Contact with MERS Patient, Saudi Arabia"	10.3201/eid2012.141211	0.00022338
Saliva-Based Molecular Testing for SARS-CoV-2 that Bypasses RNA Extraction	10.1101/2020.06.18.159434	0.00022338
Estimation of incubation period distribution of COVID-19 using disease onset forward time: a novel cross-sectional and forward follow-up study	10.1101/2020.03.06.20032417	0.000221519
"Transmission and clinical characteristics of coronavirus disease 2019 in 104 outside-Wuhan patients, China"	10.1101/2020.03.04.20026005	0.000220886
Chapter 3 Clinical features of COVID-19	10.1016/b978-0-12-824003-8.00003-6	0.000219805
Psychological health during the coronavirus disease 2019 pandemic outbreak ORCID iD	10.1177/0020764020925835	0.000219672
"Journal Pre-proof An update on SARS-CoV-2/COVID-19 with particular reference to its clinical pathology, pathogenesis, immunopathology and mitigation strategies Review An Update on SARS-CoV-2/COVID-19 with particular reference to its clinical pathology, pathogenesis, immunopathology and mitigation strategies"	10.1016/j.tmaid.2020.101755	0.000219037
Elevations of serum cancer biomarkers correlate with severity of COVID-19	10.1002/jmv.25957	0.000218817
Middle East respiratory syndrome coronavirus: review of the current situation in the world	10.1186/s40696-016-0019-2	0.000218417
Forecasting the scale of the COVID-19 epidemic in Kenya	10.1101/2020.04.09.20059865	0.000218417
Mutated COVID-19 may foretell a great risk for mankind in the future	10.1016/j.nmni.2020.100673	0.00021753
"Elective, Non-urgent Procedures and Aesthetic Surgery in the Wake of SARS-COVID-19: Considerations Regarding Safety, Feasibility and Impact on Clinical Management"	10.1007/s00266-020-01752-9	0.000216289
NUMBER 1 OF 1 AUTHOR QUERIES	10.5435/jaaos-d-20-00227	0.000215314
Turkish Journal of Medical Sciences	10.3906/sag-2004-146	0.000215228
"High fatality rates and associated factors in two hospital outbreaks of MERS in Daejeon, the Republic of Korea"	10.1016/j.ijid.2017.02.008	0.000215048
Asian Spine Journal • pISSN 1976-1902 eISSN 1976-7846 • www.asianspinejournal.org Asian Spine	10.31616/asj.2020.0122	0.000214255
Preventive Behaviors Conveyed on YouTube to Mitigate Transmission of COVID-19: Cross-Sectional Study	10.2196/18807	0.000212126
What are the Underlying Transmission Patterns of COVID-19 Outbreak? -An Age-specific Social Contact Characterization	10.1016/j.eclinm.2020.100354	0.000211434
Journal Pre-proof Remdesivir inhibits SARS-CoV-2 in human lung cells and chimeric SARS-CoV expressing the SARS-CoV-2 RNA polymerase in mice. inhibits SARS-CoV-2 in human lung cells and chimeric SARS-CoV expressing the SARS-CoV-2 RNA polymerase in mice Remdesivir inhibits SARS-CoV-2 in human lung cells and chimeric SARS- CoV expressing the SARS-CoV-2 RNA polymerase in mice	10.1016/j.celrep.2020.107940	0.000210971
Preliminary Recommendations for Surgical Practice of Neurosurgery Department in the Central Epidemic Area of 2019 Coronavirus Infection	10.1007/s11596-020-2173-5	0.000210971
Eco-epidemiological assessment of the COVID-19 epidemic in China	10.1101/2020.03.29.20046565	0.000210971
Smallpox containment updated: considerations for the 21st century	10.1016/j.ijid.2004.09.005	0.000210971
Laboratory data analysis of novel coronavirus (COVID-19) screening in 2510 patients	10.1016/j.cca.2020.04.018	0.00020942
Interrupting COVID-19 transmission by implementing enhanced traffic control bundling: Implications for global prevention and control efforts	10.1016/j.jmii.2020.03.011	0.000209023
Advances in Developing Therapies to Combat Zika Virus: Current Knowledge and Future Perspectives	10.3389/fmicb.2017.01469	0.000208843
nan	10.7759/cureus.7355	0.000208251
Journal Pre-proof Is temperature reducing the transmission of COVID-19 ? IS TEMPERATURE REDUCING THE TRANSMISSION OF COVID-19 ?	10.1016/j.envres.2020.109553	0.000208223
The epidemiological and clinical features of COVID-19 and lessons from this global infectious public health event	10.1016/j.jinf.2020.04.011	0.000207603
Society of Robotic Surgery Review: Recommendations Regarding the Risk of COVID-19 Transmission During Minimally Invasive Surgery	10.1111/bju.15105	0.000206982
"Clinical features and sexual transmission potential of SARS-CoV-2 infected female patients: a descriptive study in Wuhan, China"	10.1101/2020.02.26.20028225	0.000206982
nan	10.1016/j.cgh.2020.03.020	0.000205921
Journal Pre-proof Compassionate remdesivir treatment of severe Covid-19 pneumonia in intensive care unit (ICU) and Non-ICU patients: Clinical outcome and differences in post treatment hospitalisation status COMPASSIONATE REMDESIVIR TREATMENT OF SEVERE COVID-19 PNEUMONIA IN INTENSIVE CARE UNIT (ICU) AND NON-ICU PATIENTS: CLINICAL OUTCOME AND DIFFERENCES IN POST_TREATMENT HOSPITALISATION STATUS	10.1016/j.phrs.2020.104899	0.0002058
Journal Pre-proof Minimising intra-hospital transmission of COVID-19: the role of social distancing	10.1016/j.jhin.2020.04.016	0.000204766
Coupling multiplex RT-PCR to a gene chip assay for sensitive and semiquantitative detection of severe acute respiratory syndrome-coronavirus	10.1038/labinvest.3700136	0.000204766
nan	10.1016/j.jinf.2020.04.018	0.000204211
Management and Treatment of COVID-19: The Chinese Experience	10.1016/j.cjca.2020.04.010	0.000201992
COVID-19 and the use of immunomodulatory and biologic agents for severe cutaneous disease: An Australian/New Zealand consensus statement	10.1111/ajd.13313	0.000201664
nan	10.1111/ijlh.13229	0.000201664
Journal Pre-proof Adult Cardiac Surgery and the COVID-19 Pandemic: Aggressive Infection Mitigation Strategies are Necessary in the Operating Room and Surgical Recovery Adult Cardiac Surgery and the COVID-19 Pandemic: Aggressive Infection Mitigation Strategies are Necessary in the Operating Room and Surgical Recovery on behalf of the Society of Thoracic Surgery COVID-19 Taskforce	10.1016/j.athoracsur.2020.04.007	0.000201664
A comparative-descriptive analysis of clinical characteristics in 2019-Coronavirus-infected children and adults.	10.1002/jmv.25835	0.000200357
Atypical presentations of MERS-CoV infection in immunocompromised hosts	10.1016/j.jiac.2017.04.004	0.000199464
Development and evaluation of an efficient 3 -noncoding region based SARS coronavirus (SARS-CoV) RT-PCR assay for detection of SARS-CoV infections	10.1016/j.jviromet.2004.04.008	0.000199077
The case of Spain	10.1016/j.scitotenv.2020.138761	0.000198561
Management of COVID-19 in patients after liver transplantation: Beijing working party for liver transplantation	10.1007/s12072-020-10043-z	0.000198561
The E↵ect of Large-Scale Anti-Contagion Policies on the Coronavirus (COVID-19) Pandemic	10.1101/2020.03.22.20040642	0.000197941
"Knowledge, Attitude and Practice among Healthcare Professionals regarding COVID-19: A cross-sectional survey from Pakistan"	10.1101/2020.04.13.20063198	0.0001967
Coronavirus disease (COVID-19): Characteristics in children and considerations for dentists providing their care	10.1111/ipd.12653	0.000194855
Adding the spatial dimension to the social network analysis of an epidemic: Investigation of the 2007 outbreak of equine influenza in Australia	10.1016/j.prevetmed.2012.01.020	0.000193082
"Tracing DAY-ZERO and Forecasting the Fade out of the COVID-19 Outbreak in Lombardy, Italy: A Compartmental Modelling and Numerical Optimization Approach"	10.1101/2020.03.17.20037689	0.000192797
Is low sodium intake a risk factor for severe and fatal COVID-19 infection?	10.1016/j.ejim.2020.04.003	0.000192357
"Morbidity and Mortality Weekly Report Characteristics of Adult Outpatients and Inpatients with COVID-19 - 11 Academic Medical Centers, United States, March-May 2020"	10.15585/mmwr.mm6926e3	0.000192357
nan	10.7759/cureus.10480	0.000192357
viruses A Comparative Analysis of Factors Influencing Two Outbreaks of Middle Eastern Respiratory Syndrome (MERS) in Saudi Arabia and South Korea	10.3390/v11121119	0.000192357
Looking for Cryptosporidium: the application of advances in detection and diagnosis	10.1016/j.pt.2013.03.001	0.000192357
Journal Pre-proof Audiological profile of asymptomatic Covid-19 PCR-positive cases Audiological Profile of Asymptomatic Covid-19 PCR-positive Cases	10.1016/j.amjoto.2020.102483	0.000192357
nan	10.1111/apt.15779	0.000192357
An animal model that reflects human disease: the common marmoset (Callithrix jacchus) This review comes from a themed issue on Vaccines Edited by	10.1016/j.coviro.2012.02.007	0.000192357
A parainfluenza-3 outbreak in a SCT unit: sepsis with multi-organ failure and multiple co-pathogens are associated with increased mortality	10.1038/bmt.2010.347	0.000192357
Severe Childhood Respiratory Viral Infections	10.1016/j.yapd.2009.08.019	0.000192357
"Public perceptions of COVID-19 in Australia: perceived risk, knowledge, health-protective behaviours, and vaccine intentions"	10.1101/2020.04.25.20079996	0.000192357
antioxidants Potential Cytoprotective Activity of Ozone Therapy in SARS-CoV-2/COVID-19	10.3390/antiox9050389	0.000192357
Prognostic factors associated with mortality risk and disease progression in 639 critically ill patients with COVID-19 in Europe: Initial report of the international RISC-19-ICU prospective observational cohort	10.1016/j.eclinm.2020.100449	0.000192357
Viral Pathogens and Acute Lung Injury: Investigations Inspired by the SARS Epidemic and the 2009 H1N1 Influenza Pandemic NIH Public Access	10.1055/s-0033-1351122	0.000192357
Chest CT findings of COVID-19 pneumonia by duration of symptoms	10.1016/j.ejrad.2020.109009	0.000192357
Viral diseases of ferrets	10.1016/j.cvex.2004.09.008	0.000192357
nan	10.7759/cureus.8165	0.000192357
Outbreak of Marburg Hemorrhagic Fever in Angola: A Review of the History of the Disease and its Biological Aspects	10.1053/j.spid.2005.05.001	0.000192357
Journal Pre-proofs	10.1016/j.radonc.2020.03.029	0.00019147
Journal Pre-proof SARS-CoV-2 receptor ACE2-dependent implications on the cardiovascular system: From basic science to clinical implications SARS-CoV-2 receptor ACE2-dependent implications on the cardiovascular system: from basic science to clinical implications	10.1016/j.yjmcc.2020.04.031	0.000190274
Evidence for transmission of COVID-19 prior to symptom onset	10.7554/elife.57149	0.000190218
R E V I E W A R T I C L E	10.1002/emp2.12034	0.000189832
Journal Pre-proofs Estimation of airborne viral emission: quanta emission rate of SARS-CoV-2 for infection risk assessment Estimation of airborne viral emission: quanta emission rate of SARS-CoV-2 for infection risk assessment	10.1016/j.envint.2020.105794	0.000189536
"Journal Pre-proof Prior and Novel Coronaviruses, COVID-19, and Human Reproduction: What Is Known? Title: Prior and Novel Coronaviruses, COVID-19, and Human Reproduction: What Is Known? Running Title: (40 characters or less) Coronaviruses and Human Reproduction Author names and affiliations"	10.1016/j.fertnstert.2020.04.025	0.000189254
nan	10.3346/jkms.2020.35.e143	0.000188342
Forecasting the Worldwide Spread of COVID-19 based on Logistic Model and SEIR Model	10.1101/2020.03.26.20044289	0.000187127
Impact of weather on COVID-19 pandemic in Turkey	10.1016/j.scitotenv.2020.138810	0.000186241
Clinical characteristics of older patients infected with COVID-19: A descriptive study	10.1016/j.archger.2020.104058	0.000186152
#NAME?	10.1016/j.ctcp.2020.101132	0.000186152
The discrepant epidemiology of Middle East respiratory syndrome coronavirus (MERS-CoV)	10.1007/s10669-014-9506-5	0.000186152
"Challenges presented by MERS corona virus, and SARS corona virus to global health"	10.1016/j.sjbs.2016.02.019	0.000186152
diagnostics Saliva-Friend and Foe in the COVID-19 Outbreak	10.3390/diagnostics10050290	0.000183746
"MINI-REVIEW Novel coronavirus disease (COVID-19): a pandemic (epidemiology, pathogenesis and potential therapeutics)"	10.1016/j.nmni.2020.100679	0.000183378
To appear in: One Health	10.1016/j.onehlt.2020.100127	0.000183173
"The prevalence of symptoms in 24,410 adults infected by the novel coronavirus (SARS- CoV-2; COVID-19): A systematic review and meta-analysis of 148 studies from 9 countries"	10.1371/journal.pone.0234765	0.000181188
MODELING EXIT STRATEGIES FROM COVID-19 LOCKDOWN WITH A FOCUS ON ANTIBODY TESTS A PREPRINT	10.1101/2020.04.14.20063750	0.000180484
Development of an Assessment Method for Investigating the Impact of Climate and Urban Parameters in Confirmed Cases of COVID-19: A New Challenge in Sustainable Development	10.3390/ijerph17082801	0.000180093
"Journal Pre-proof SARS-CoV-2 Detection, Viral Load and Infectivity over the Course of an Infection"	10.1016/j.jinf.2020.06.067	0.000179061
The effect of social distance measures on COVID-19 epidemics in Europe: an interrupted time series analysis	10.1007/s11357-020-00205-0	0.000178
Pulmonary Pathology of Early Phase COVID-19 Pneumonia in a Patient with a Benign Lung Lesion Running title: Pathology of Early Phase COVID-19 Pneumonia	10.1111/his.14138	0.000176845
Journal Pre-proof A simple model for COVID-19 A simple model for COVID-19	10.1016/j.idm.2020.04.002	0.000176287
PTSD and depressive symptoms after the outbreak of the COVID-19 epidemic in a sample of home-quarantined Chinese university students：the mediating effect of sleep duration	10.1016/j.jad.2020.05.009	0.000175871
Journal Pre-proofs Title Title: What Dentists Need to Know about COVID-19	10.1016/j.oraloncology.2020.104741	0.000175576
ARTICLE IN PRESS	10.1016/j.jinf.2020.02.002	0.000174558
Journal Pre-proof Systematic review with meta-analysis of the accuracy of diagnostic tests for COVID-19	10.1016/j.ajic.2020.07.011	0.000173742
COVID-19 in Spain: Transplantation in the midst of the pandemic	10.1111/ajt.15983	0.000173742
The influenza A(H1N1) epidemic in Mexico. Lessons learned	10.1186/1478-4505-7-21	0.000173742
COVID-19 Community Stabilization and Sustainability Framework: An Integration of the Maslow Hierarchy of Needs and Social Determinants of Health	10.1017/dmp.2020.109	0.000173742
Original StudieS	10.1097/inf.0000000000001242	0.000173742
"Ethics for pandemics beyond influenza: Ebola, drug- resistant tuberculosis, and anticipating future ethical challenges in pandemic preparedness and response"	10.1007/s40592-015-0038-7	0.000173742
ABBREVIATIONS: CAP = community-acquired pneumonia; CDC = Centers for Disease Control and Prevention; LRTI = lower respiratory tract infection; PCR = polymerase chain reaction; PCT = procalcitonin; RSV = respiratory syncytial virus; RT-PCR = reverse-transcriptase polymerase chain reaction [ Recent Advances in Chest Medicine ]	10.1016/j.chest.2018.06.003	0.000173742
Forecasting Models for Coronavirus Disease (COVID-19): A Survey of the State-of-the-Art	10.1007/s42979-020-00209-9	0.000172856
Understanding Antibody Testing for COVID-19	10.1016/j.arth.2020.04.055	0.000171336
Rigorous surveillance is necessary for high confidence in end-of-outbreak 1 declarations for Ebola and other infectious diseases	10.1101/485821	0.000170821
"Clinical Medicine Pharmacological Therapeutics Targeting RNA-Dependent RNA Polymerase, Proteinase and Spike Protein: From Mechanistic Studies to Clinical Trials for COVID-19"	10.3390/jcm9041131	0.000168779
Optimal COVID-19 quarantine and testing strategies 1 2 3 guidelines for the duration of quarantine and timing of testing that can minimize economic	10.1101/2020.10.27.20211631	0.000167923
"COVID-19, Modern Pandemic: A Systematic Review From Front-Line Health Care Providers' Perspective"	10.14740/jocmr4142	0.000167538
Viral Diseases of New World Camelids	10.1016/j.cvfa.2009.03.005	0.000167538
Transmission potential of asymptomatic and paucisymptomatic SARS-CoV-2 infections: a three-family cluster study in China	10.1093/infdis/jiaa206	0.000166807
Topological dynamics of the 2015 South Korea MeRS-coV spread-on- contact networks	10.1038/s41598-020-61133-9	0.000166397
nan	10.1093/eurheartj/ehaa266	0.00016612
"SARS-CoV-2 nsp13, nsp14, nsp15 and orf6 function as potent interferon antagonists"	10.1080/22221751.2020.1780953	0.000164828
Risk estimation and prediction by modeling the transmission of the novel coronavirus (COVID-19) in mainland China excluding Hubei province	10.1101/2020.03.01.20029629	0.000164622
Update on Canine Parvoviral Enteritis	10.1016/j.cvsm.2020.07.008	0.000164468
Diagnostic performance of a rapid in-clinic test for the detection of Canine Parvovirus under different storage conditions and vaccination status	10.1016/j.jviromet.2015.02.012	0.000164468
COVID-19 Outbreak: an Update on Therapeutic Options	10.1007/s42399-020-00264-6	0.000164435
Journal Pre-proof Challenges of managing the asymptomatic carriers of SARS-CoV-2 Challenges of managing the asymptomatic carriers of SARS-CoV-2	10.1016/j.tmaid.2020.101677	0.000164435
Novel Coronavirus Disease 2019 Infection in Children: The Dark Side of a Worldwide Outbreak	10.3389/fped.2020.00215	0.000164435
Epidemiological and clinical characteristics of childhood pandemic 2009 H1N1 virus infection: an observational cohort study	10.1186/1471-2334-11-225	0.000164435
Clinical Medicine Assessing the Impact of Reduced Travel on Exportation Dynamics of Novel Coronavirus Infection (COVID-19)	10.3390/jcm9020601	0.000163549
Accepted Article Genetic variants and source of introduction of SARS-CoV-2 in South America Accepted Article	10.1002/jmv.26001	0.000162574
"Characterization of an asymptomatic cohort of SARS-COV-2 infected individuals outside of Wuhan, China"	10.1093/cid/ciaa629	0.000162488
"Estimation of basic reproduction number of the Middle East respiratory syndrome coronavirus (MERS-CoV) during the outbreak in South Korea, 2015"	10.1186/s12938-017-0370-7	0.000161641
"ARTICLE IN PRESS +Model Revista Clínica Española COVID-19, a worldwide public health emergency ଝ"	10.1016/j.rceng.2020.03.001	0.000161641
Emerging/re-emerging viral diseases & new viruses on the Indian horizon	10.4103/ijmr.ijmr_1239_18	0.000161353
COVID-19 and what pediatric rheumatologists should know: a review from a highly affected country	10.1186/s12969-020-00422-z	0.000161333
Open Peer Review The contribution of pre-symptomatic infection to the transmission dynamics of COVID-2019 [version 1; peer review: 3 approved] Reviewer Status	10.12688/wellcomeopenres.15788.1	0.000161067
Prediction of Number of Cases of 2019 Novel Coronavirus (COVID-19) Using Social Media Search Index	10.3390/ijerph17072365	0.000160598
Human and Animal Viruses in Food (Including Taxonomy of Enteric Viruses)	10.1007/0-387-29251-9_2	0.000160447
Considering the Effects of Microbiome and Diet on SARS-CoV-2 Infection: Nanotechnology Roles	10.1021/acsnano.0c03402	0.000160447
Middle East Respiratory Syndrome Coronavirus: Update for Clinicians	10.1093/cid/civ118	0.000160312
Clinical management of lung cancer patients during the outbreak of COVID-19 epidemic	10.1186/s13027-020-00322-7	0.000160026
X X for the Transplant-Associated Learning Network (TALNT)	10.1016/j.bbmt.2020.04.018	0.000159782
Identification and estimation of the SEIRD epidemic model for COVID-19 Identification and Estimation of the SEIRD Epidemic Model for COVID-19	10.1016/j.jeconom.2020.07.038	0.000158851
